id,user_id,doubt_id,created_at,activity_type,user_type
2121735,163823,248225,2020-01-01 06:30:52 UTC,assign,TA
2121739,120964,248225,2020-01-01 06:36:29 UTC,assign,TA
2121740,120964,248225,2020-01-01 06:36:40 UTC,reject,TA
2121745,120964,248198,2020-01-01 06:36:50 UTC,assign,TA
2121746,120964,248198,2020-01-01 06:36:55 UTC,reject,TA
2121747,120964,248220,2020-01-01 06:36:55 UTC,assign,TA
2121748,120964,248220,2020-01-01 06:37:02 UTC,reject,TA
2121749,120964,248221,2020-01-01 06:37:03 UTC,assign,TA
2121750,120964,248221,2020-01-01 06:37:07 UTC,accept,TA
2121751,156881,248189,2020-01-01 06:39:08 UTC,assign,TA
2121752,156881,248189,2020-01-01 06:39:13 UTC,accept,TA
2121761,79641,248216,2020-01-01 06:46:13 UTC,assign,TA
2121762,175223,248205,2020-01-01 06:46:24 UTC,assign,TA
2121763,175223,248205,2020-01-01 06:46:34 UTC,accept,TA
2121765,156881,248189,2020-01-01 06:47:49 UTC,review_resolution,TA
2121766,175223,248210,2020-01-01 06:48:30 UTC,assign,TA
2121767,175223,248210,2020-01-01 06:48:34 UTC,reject,TA
2121768,175223,248227,2020-01-01 06:48:37 UTC,assign,TA
2121769,175223,248227,2020-01-01 06:48:41 UTC,reject,TA
2121772,175223,248205,2020-01-01 06:49:38 UTC,review_resolution,TA
2121774,175223,248218,2020-01-01 06:49:45 UTC,assign,TA
2121775,175223,248218,2020-01-01 06:49:49 UTC,reject,TA
2121776,175223,248229,2020-01-01 06:49:50 UTC,assign,TA
2121778,175223,248229,2020-01-01 06:50:10 UTC,reject,TA
2121779,175223,248205,2020-01-01 06:50:11 UTC,assign,TA
2121780,175223,248205,2020-01-01 06:50:55 UTC,reject,TA
2121781,175223,248205,2020-01-01 06:50:56 UTC,assign,TA
2121782,175223,248205,2020-01-01 06:50:58 UTC,reject,TA
2121783,175223,248205,2020-01-01 06:50:59 UTC,assign,TA
2121786,175223,248205,2020-01-01 06:51:25 UTC,reject,TA
2121787,175223,248205,2020-01-01 06:51:26 UTC,assign,TA
2121793,106179,248213,2020-01-01 06:57:09 UTC,assign,TA
2121795,106179,248213,2020-01-01 06:58:12 UTC,assign,TA
2121797,106179,248213,2020-01-01 06:59:19 UTC,assign,TA
2121799,106179,248213,2020-01-01 07:00:25 UTC,assign,TA
2121800,106179,248213,2020-01-01 07:00:35 UTC,accept,TA
2121801,136471,248233,2020-01-01 07:01:19 UTC,assign,TA
2121802,136471,248233,2020-01-01 07:01:33 UTC,accept,TA
2121803,136471,248225,2020-01-01 07:02:26 UTC,assign,TA
2121805,136471,248225,2020-01-01 07:03:46 UTC,assign,TA
2121806,136471,248225,2020-01-01 07:04:17 UTC,accept,TA
2121811,34120,248205,2020-01-01 07:14:45 UTC,assign,TA
2121812,34120,248205,2020-01-01 07:14:54 UTC,reject,TA
2121813,34120,248210,2020-01-01 07:14:55 UTC,assign,TA
2121814,34120,248210,2020-01-01 07:15:08 UTC,accept,TA
2121815,34120,248227,2020-01-01 07:15:12 UTC,assign,TA
2121818,265305,248237,2020-01-01 07:22:50 UTC,assign,TA
2121820,265305,248237,2020-01-01 07:23:34 UTC,accept,TA
2121822,265305,248244,2020-01-01 07:23:38 UTC,assign,TA
2121823,265305,248244,2020-01-01 07:23:46 UTC,accept,TA
2121826,265305,248220,2020-01-01 07:24:47 UTC,assign,TA
2121827,265305,248220,2020-01-01 07:24:57 UTC,accept,TA
2121828,34120,248241,2020-01-01 07:26:44 UTC,assign,TA
2121829,34120,248241,2020-01-01 07:26:48 UTC,accept,TA
2121830,265305,248237,2020-01-01 07:30:37 UTC,review_resolution,TA
2121833,136471,248225,2020-01-01 07:32:24 UTC,review_resolution,TA
2121836,136471,248233,2020-01-01 07:33:52 UTC,review_resolution,TA
2121843,136471,248198,2020-01-01 07:34:39 UTC,assign,TA
2121844,136471,248198,2020-01-01 07:35:03 UTC,reject,TA
2121853,161259,248249,2020-01-01 07:36:46 UTC,assign,TA
2121857,161259,248249,2020-01-01 07:37:57 UTC,assign,TA
2121858,161259,248249,2020-01-01 07:38:04 UTC,reject,TA
2121863,161259,248251,2020-01-01 07:38:14 UTC,assign,TA
2121864,161259,248251,2020-01-01 07:38:27 UTC,reject,TA
2121865,161259,248205,2020-01-01 07:38:28 UTC,assign,TA
2121866,161259,248205,2020-01-01 07:38:33 UTC,reject,TA
2121883,161259,248248,2020-01-01 07:41:47 UTC,assign,TA
2121884,161259,248248,2020-01-01 07:41:56 UTC,reject,TA
2121885,161259,248249,2020-01-01 07:41:56 UTC,assign,TA
2121886,161259,248249,2020-01-01 07:42:00 UTC,reject,TA
2121887,161259,248249,2020-01-01 07:42:01 UTC,assign,TA
2121888,161259,248249,2020-01-01 07:42:04 UTC,reject,TA
2121889,161259,248249,2020-01-01 07:42:05 UTC,assign,TA
2121890,161259,248249,2020-01-01 07:42:21 UTC,accept,TA
2121900,265305,248244,2020-01-01 07:47:39 UTC,review_resolution,TA
2121911,161259,248249,2020-01-01 07:49:57 UTC,escalate,TA
2121912,161259,248250,2020-01-01 07:50:04 UTC,assign,TA
2121913,161259,248250,2020-01-01 07:50:12 UTC,reject,TA
2121914,161259,248188,2020-01-01 07:50:13 UTC,assign,TA
2121915,161259,248188,2020-01-01 07:50:26 UTC,reject,TA
2121916,161259,248251,2020-01-01 07:50:27 UTC,assign,TA
2121917,161259,248251,2020-01-01 07:50:31 UTC,reject,TA
2121918,161259,248251,2020-01-01 07:50:32 UTC,assign,TA
2121919,161259,248251,2020-01-01 07:50:35 UTC,reject,TA
2121920,161259,248251,2020-01-01 07:50:36 UTC,assign,TA
2121934,34120,248210,2020-01-01 07:56:02 UTC,review_resolution,TA
2121954,34120,248241,2020-01-01 08:01:18 UTC,review_resolution,TA
2121955,34120,248249,2020-01-01 08:01:27 UTC,assign,TA
2121956,34120,248249,2020-01-01 08:01:37 UTC,accept,TA
2121962,120964,248262,2020-01-01 08:03:43 UTC,assign,TA
2121963,120964,248262,2020-01-01 08:03:52 UTC,accept,TA
2121964,120964,248266,2020-01-01 08:03:56 UTC,assign,TA
2121967,120964,248266,2020-01-01 08:04:02 UTC,accept,TA
2121968,120964,248267,2020-01-01 08:04:08 UTC,assign,TA
2121976,34120,248249,2020-01-01 08:08:09 UTC,escalate,TA
2121977,34120,248251,2020-01-01 08:08:13 UTC,assign,TA
2121978,34120,248251,2020-01-01 08:08:29 UTC,reject,TA
2121979,34120,248264,2020-01-01 08:08:29 UTC,assign,TA
2121980,34120,248264,2020-01-01 08:08:36 UTC,accept,TA
2121981,34120,248248,2020-01-01 08:08:39 UTC,assign,TA
2121982,34120,248248,2020-01-01 08:08:45 UTC,reject,TA
2121991,175277,248249,2020-01-01 08:10:10 UTC,assign,TA
2122011,34120,248250,2020-01-01 08:17:07 UTC,assign,TA
2122012,34120,248250,2020-01-01 08:17:16 UTC,reject,TA
2122013,34120,248188,2020-01-01 08:17:19 UTC,assign,TA
2122014,34120,248188,2020-01-01 08:17:25 UTC,accept,TA
2122015,34120,248251,2020-01-01 08:17:29 UTC,assign,TA
2122016,34120,248251,2020-01-01 08:17:34 UTC,reject,TA
2122021,120964,248267,2020-01-01 08:20:57 UTC,assign,TA
2122024,120964,248267,2020-01-01 08:21:27 UTC,reject,TA
2122025,120964,248263,2020-01-01 08:21:27 UTC,assign,TA
2122026,120964,248263,2020-01-01 08:21:33 UTC,reject,TA
2122027,120964,248274,2020-01-01 08:21:33 UTC,assign,TA
2122028,120964,248274,2020-01-01 08:21:43 UTC,reject,TA
2122029,120964,248274,2020-01-01 08:21:44 UTC,assign,TA
2122030,120964,248274,2020-01-01 08:21:47 UTC,reject,TA
2122031,120964,248274,2020-01-01 08:21:47 UTC,assign,TA
2122035,120964,248274,2020-01-01 08:24:48 UTC,assign,TA
2122036,120964,248274,2020-01-01 08:24:56 UTC,reject,TA
2122037,120964,248274,2020-01-01 08:24:57 UTC,assign,TA
2122038,120964,248274,2020-01-01 08:25:00 UTC,reject,TA
2122039,120964,248274,2020-01-01 08:25:00 UTC,assign,TA
2122051,164611,248274,2020-01-01 08:27:58 UTC,assign,TA
2122052,164611,248274,2020-01-01 08:28:11 UTC,accept,TA
2122053,164611,248276,2020-01-01 08:28:17 UTC,assign,TA
2122054,164611,248276,2020-01-01 08:28:22 UTC,accept,TA
2122056,164611,248220,2020-01-01 08:28:29 UTC,assign,TA
2122058,170702,248275,2020-01-01 08:28:53 UTC,assign,TA
2122061,170702,248275,2020-01-01 08:30:13 UTC,assign,TA
2122063,170702,248275,2020-01-01 08:30:14 UTC,accept,TA
2122064,170702,248275,2020-01-01 08:32:08 UTC,review_resolution,TA
2122067,170702,248253,2020-01-01 08:32:41 UTC,assign,TA
2122072,149721,248246,2020-01-01 08:38:00 UTC,assign,TA
2122074,149721,248246,2020-01-01 08:39:03 UTC,assign,TA
2122075,170702,248226,2020-01-01 08:39:04 UTC,assign,TA
2122076,170702,248226,2020-01-01 08:39:30 UTC,accept,TA
2122078,149721,248246,2020-01-01 08:40:06 UTC,assign,TA
2122079,34120,248188,2020-01-01 08:40:55 UTC,review_resolution,TA
2122082,34120,248278,2020-01-01 08:41:06 UTC,assign,TA
2122084,149721,248246,2020-01-01 08:41:09 UTC,assign,TA
2122085,34120,248278,2020-01-01 08:41:11 UTC,reject,TA
2122086,34120,248206,2020-01-01 08:41:13 UTC,assign,TA
2122087,34120,248206,2020-01-01 08:41:16 UTC,reject,TA
2122094,34120,248264,2020-01-01 08:41:40 UTC,review_resolution,TA
2122098,149721,248246,2020-01-01 08:42:11 UTC,assign,TA
2122099,136471,248220,2020-01-01 08:42:35 UTC,assign,TA
2122100,136471,248220,2020-01-01 08:42:46 UTC,reject,TA
2122103,136471,248279,2020-01-01 08:42:56 UTC,assign,TA
2122104,164611,248220,2020-01-01 08:43:03 UTC,assign,TA
2122105,136471,248279,2020-01-01 08:43:07 UTC,reject,TA
2122106,136471,248263,2020-01-01 08:43:07 UTC,assign,TA
2122108,136471,248263,2020-01-01 08:43:25 UTC,reject,TA
2122109,136471,248267,2020-01-01 08:43:25 UTC,assign,TA
2122110,136471,248267,2020-01-01 08:43:41 UTC,reject,TA
2122121,149721,248246,2020-01-01 08:44:39 UTC,assign,TA
2122122,170702,248226,2020-01-01 08:45:06 UTC,review_resolution,TA
2122124,136471,248220,2020-01-01 08:45:08 UTC,assign,TA
2122127,170702,248253,2020-01-01 08:45:33 UTC,assign,TA
2122128,170702,248253,2020-01-01 08:45:39 UTC,reject,TA
2122133,170702,248253,2020-01-01 08:46:07 UTC,assign,TA
2122135,149721,248246,2020-01-01 08:46:28 UTC,assign,TA
2122137,170702,248253,2020-01-01 08:47:24 UTC,assign,TA
2122139,149721,248246,2020-01-01 08:47:30 UTC,assign,TA
2122140,170702,248253,2020-01-01 08:47:31 UTC,accept,TA
2122143,149721,248246,2020-01-01 08:48:33 UTC,assign,TA
2122144,170702,248253,2020-01-01 08:49:24 UTC,review_resolution,TA
2122149,149721,248246,2020-01-01 08:49:52 UTC,assign,TA
2122150,164611,248220,2020-01-01 08:50:14 UTC,assign,TA
2122153,149721,248284,2020-01-01 08:50:54 UTC,assign,TA
2122157,149721,248284,2020-01-01 08:51:57 UTC,assign,TA
2122161,149721,248284,2020-01-01 08:53:00 UTC,assign,TA
2122171,149721,248284,2020-01-01 08:54:27 UTC,assign,TA
2122173,149721,248284,2020-01-01 08:55:29 UTC,assign,TA
2122180,149721,248284,2020-01-01 08:56:32 UTC,assign,TA
2122185,164611,248220,2020-01-01 08:57:31 UTC,assign,TA
2122187,149721,248284,2020-01-01 08:57:34 UTC,assign,TA
2122189,164611,248287,2020-01-01 08:58:34 UTC,assign,TA
2122191,149721,248284,2020-01-01 08:58:37 UTC,assign,TA
2122192,164611,248287,2020-01-01 08:58:57 UTC,accept,TA
2122193,164611,248220,2020-01-01 08:59:04 UTC,assign,TA
2122195,149721,248284,2020-01-01 08:59:41 UTC,assign,TA
2122196,164611,248220,2020-01-01 08:59:55 UTC,accept,TA
2122200,149721,248284,2020-01-01 09:00:43 UTC,assign,TA
2122202,149721,248284,2020-01-01 09:01:43 UTC,assign,TA
2122205,149721,248284,2020-01-01 09:02:45 UTC,assign,TA
2122209,149721,248284,2020-01-01 09:03:48 UTC,assign,TA
2122214,149721,248284,2020-01-01 09:04:50 UTC,assign,TA
2122217,149721,248284,2020-01-01 09:05:53 UTC,assign,TA
2122223,149721,248284,2020-01-01 09:08:29 UTC,assign,TA
2122225,23839,248246,2020-01-01 09:09:29 UTC,assign,TA
2122227,149721,248284,2020-01-01 09:09:31 UTC,assign,TA
2122228,23839,248246,2020-01-01 09:09:41 UTC,reject,TA
2122235,149721,248284,2020-01-01 09:10:34 UTC,assign,TA
2122240,23839,248284,2020-01-01 09:11:55 UTC,assign,TA
2122241,23839,248284,2020-01-01 09:11:59 UTC,accept,TA
2122242,149721,248246,2020-01-01 09:12:02 UTC,assign,TA
2122245,149721,248246,2020-01-01 09:13:05 UTC,assign,TA
2122248,149721,248246,2020-01-01 09:14:07 UTC,assign,TA
2122251,149721,248246,2020-01-01 09:15:16 UTC,assign,TA
2122256,149721,248246,2020-01-01 09:16:20 UTC,assign,TA
2122258,149721,248246,2020-01-01 09:17:22 UTC,assign,TA
2122260,149721,248246,2020-01-01 09:18:24 UTC,assign,TA
2122261,175223,248205,2020-01-01 09:18:46 UTC,assign,TA
2122262,164611,248292,2020-01-01 09:18:53 UTC,assign,TA
2122263,175223,248205,2020-01-01 09:18:59 UTC,accept,TA
2122265,149721,248246,2020-01-01 09:19:27 UTC,assign,TA
2122266,175223,248205,2020-01-01 09:19:49 UTC,pending_action_required,TA
2122268,175223,248249,2020-01-01 09:19:57 UTC,assign,TA
2122269,175223,248249,2020-01-01 09:20:02 UTC,reject,TA
2122272,175223,248248,2020-01-01 09:20:09 UTC,assign,TA
2122273,175223,248248,2020-01-01 09:20:15 UTC,reject,TA
2122274,175223,248249,2020-01-01 09:20:15 UTC,assign,TA
2122275,175223,248249,2020-01-01 09:20:20 UTC,reject,TA
2122276,175223,248293,2020-01-01 09:20:20 UTC,assign,TA
2122277,175223,248293,2020-01-01 09:20:27 UTC,reject,TA
2122278,175223,248249,2020-01-01 09:20:28 UTC,assign,TA
2122280,175223,248249,2020-01-01 09:20:31 UTC,reject,TA
2122281,175223,248249,2020-01-01 09:20:32 UTC,assign,TA
2122282,175223,248249,2020-01-01 09:20:35 UTC,reject,TA
2122283,175223,248249,2020-01-01 09:20:35 UTC,assign,TA
2122284,175223,248249,2020-01-01 09:20:37 UTC,reject,TA
2122285,175223,248249,2020-01-01 09:20:38 UTC,assign,TA
2122286,149721,248246,2020-01-01 09:20:39 UTC,assign,TA
2122290,149721,248246,2020-01-01 09:21:41 UTC,assign,TA
2122291,192895,248252,2020-01-01 09:22:06 UTC,assign,TA
2122292,192895,248252,2020-01-01 09:22:31 UTC,accept,TA
2122294,149721,248246,2020-01-01 09:22:43 UTC,assign,TA
2122300,149721,248246,2020-01-01 09:23:46 UTC,assign,TA
2122302,192895,248252,2020-01-01 09:24:43 UTC,review_resolution,TA
2122305,149721,248246,2020-01-01 09:24:49 UTC,assign,TA
2122307,192895,248288,2020-01-01 09:25:04 UTC,assign,TA
2122308,192895,248288,2020-01-01 09:25:12 UTC,accept,TA
2122312,149721,248246,2020-01-01 09:25:51 UTC,assign,TA
2122313,175223,248249,2020-01-01 09:26:41 UTC,assign,TA
2122315,149721,248246,2020-01-01 09:26:54 UTC,assign,TA
2122316,175223,248249,2020-01-01 09:26:55 UTC,reject,TA
2122317,175223,248249,2020-01-01 09:26:56 UTC,assign,TA
2122318,175223,248249,2020-01-01 09:26:58 UTC,reject,TA
2122319,175223,248249,2020-01-01 09:26:59 UTC,assign,TA
2122321,149721,248246,2020-01-01 09:27:49 UTC,assign,TA
2122324,149721,248246,2020-01-01 09:28:51 UTC,assign,TA
2122326,149721,248246,2020-01-01 09:29:53 UTC,assign,TA
2122327,23839,248240,2020-01-01 09:30:12 UTC,assign,TA
2122328,23839,248240,2020-01-01 09:30:15 UTC,accept,TA
2122332,149721,248246,2020-01-01 09:30:56 UTC,assign,TA
2122334,149721,248246,2020-01-01 09:31:53 UTC,assign,TA
2122338,149721,248246,2020-01-01 09:32:55 UTC,assign,TA
2122341,142512,248249,2020-01-01 09:33:50 UTC,assign,TA
2122343,149721,248246,2020-01-01 09:33:57 UTC,assign,TA
2122346,142512,248249,2020-01-01 09:33:59 UTC,accept,TA
2122350,149721,248246,2020-01-01 09:35:00 UTC,assign,TA
2122354,149721,248246,2020-01-01 09:36:02 UTC,assign,TA
2122358,149721,248246,2020-01-01 09:37:04 UTC,assign,TA
2122362,149721,248246,2020-01-01 09:38:07 UTC,assign,TA
2122364,149721,248246,2020-01-01 09:39:09 UTC,assign,TA
2122366,149721,248246,2020-01-01 09:40:11 UTC,assign,TA
2122369,149721,248246,2020-01-01 09:41:13 UTC,assign,TA
2122372,149721,248246,2020-01-01 09:42:15 UTC,assign,TA
2122374,149721,248246,2020-01-01 09:43:17 UTC,assign,TA
2122377,149721,248246,2020-01-01 09:44:19 UTC,assign,TA
2122379,149721,248246,2020-01-01 09:45:19 UTC,assign,TA
2122388,149721,248246,2020-01-01 09:46:21 UTC,assign,TA
2122392,149721,248246,2020-01-01 09:47:24 UTC,assign,TA
2122397,149721,248246,2020-01-01 09:48:26 UTC,assign,TA
2122399,149721,248246,2020-01-01 09:49:29 UTC,assign,TA
2122400,120964,248302,2020-01-01 09:50:05 UTC,assign,TA
2122401,120964,248302,2020-01-01 09:50:19 UTC,accept,TA
2122403,149721,248246,2020-01-01 09:50:25 UTC,assign,TA
2122406,120964,248283,2020-01-01 09:50:46 UTC,assign,TA
2122410,149721,248246,2020-01-01 09:51:28 UTC,assign,TA
2122412,120964,248283,2020-01-01 09:52:04 UTC,assign,TA
2122413,120964,248283,2020-01-01 09:52:08 UTC,reject,TA
2122414,120964,248282,2020-01-01 09:52:09 UTC,assign,TA
2122415,120964,248282,2020-01-01 09:52:16 UTC,accept,TA
2122416,120964,248292,2020-01-01 09:52:23 UTC,assign,TA
2122418,149721,248246,2020-01-01 09:52:31 UTC,assign,TA
2122423,149721,248246,2020-01-01 09:53:34 UTC,assign,TA
2122427,149721,248246,2020-01-01 09:54:36 UTC,assign,TA
2122431,149721,248246,2020-01-01 09:55:39 UTC,assign,TA
2122432,120623,248220,2020-01-01 09:55:45 UTC,assign,TA
2122433,120623,248220,2020-01-01 09:55:50 UTC,accept,TA
2122441,149721,248246,2020-01-01 09:56:40 UTC,assign,TA
2122444,120964,248292,2020-01-01 09:58:01 UTC,assign,TA
2122446,149721,248246,2020-01-01 09:59:58 UTC,assign,TA
2122449,23839,248284,2020-01-01 10:00:40 UTC,review_resolution,TA
2122453,149721,248246,2020-01-01 10:01:00 UTC,assign,TA
2122454,57222,248238,2020-01-01 10:01:26 UTC,assign,TA
2122455,120964,248292,2020-01-01 10:01:28 UTC,assign,TA
2122456,120964,248292,2020-01-01 10:01:33 UTC,reject,TA
2122462,57222,248238,2020-01-01 10:01:52 UTC,accept,TA
2122465,149721,248246,2020-01-01 10:02:03 UTC,assign,TA
2122469,149721,248246,2020-01-01 10:03:06 UTC,assign,TA
2122475,142512,248249,2020-01-01 10:05:03 UTC,review_resolution,TA
2122488,57222,248238,2020-01-01 10:06:45 UTC,review_resolution,TA
2122497,149721,248246,2020-01-01 10:08:50 UTC,assign,TA
2122510,149721,248246,2020-01-01 10:09:57 UTC,assign,TA
2122514,149721,248246,2020-01-01 10:11:00 UTC,assign,TA
2122518,149721,248246,2020-01-01 10:11:58 UTC,assign,TA
2122519,120964,248302,2020-01-01 10:12:00 UTC,review_resolution,TA
2122520,120964,248300,2020-01-01 10:12:10 UTC,assign,TA
2122522,120964,248300,2020-01-01 10:12:29 UTC,reject,TA
2122523,120964,248272,2020-01-01 10:12:31 UTC,assign,TA
2122529,149721,248246,2020-01-01 10:13:12 UTC,assign,TA
2122530,120623,248324,2020-01-01 10:13:43 UTC,assign,TA
2122531,120623,248324,2020-01-01 10:13:48 UTC,accept,TA
2122535,149721,248246,2020-01-01 10:14:15 UTC,assign,TA
2122538,120964,248272,2020-01-01 10:14:58 UTC,assign,TA
2122539,120964,248272,2020-01-01 10:15:03 UTC,reject,TA
2122540,120964,248277,2020-01-01 10:15:04 UTC,assign,TA
2122541,120964,248277,2020-01-01 10:15:09 UTC,reject,TA
2122542,120964,248279,2020-01-01 10:15:10 UTC,assign,TA
2122543,120964,248279,2020-01-01 10:15:15 UTC,reject,TA
2122544,120964,248283,2020-01-01 10:15:17 UTC,assign,TA
2122546,149721,248246,2020-01-01 10:15:19 UTC,assign,TA
2122549,149721,248246,2020-01-01 10:16:21 UTC,assign,TA
2122550,136471,248283,2020-01-01 10:16:24 UTC,assign,TA
2122551,136471,248283,2020-01-01 10:17:08 UTC,accept,TA
2122553,149721,248246,2020-01-01 10:17:22 UTC,assign,TA
2122554,120623,248300,2020-01-01 10:17:43 UTC,assign,TA
2122555,120623,248300,2020-01-01 10:17:51 UTC,accept,TA
2122557,136471,248292,2020-01-01 10:18:23 UTC,assign,TA
2122559,149721,248246,2020-01-01 10:18:26 UTC,assign,TA
2122560,136471,248292,2020-01-01 10:18:28 UTC,reject,TA
2122561,136471,248272,2020-01-01 10:18:30 UTC,assign,TA
2122563,136471,248272,2020-01-01 10:18:37 UTC,reject,TA
2122564,136471,248277,2020-01-01 10:18:40 UTC,assign,TA
2122567,136471,248277,2020-01-01 10:18:45 UTC,reject,TA
2122568,136471,248263,2020-01-01 10:18:47 UTC,assign,TA
2122569,136471,248263,2020-01-01 10:18:51 UTC,reject,TA
2122570,136471,248263,2020-01-01 10:18:54 UTC,assign,TA
2122574,149721,248246,2020-01-01 10:19:29 UTC,assign,TA
2122576,149721,248246,2020-01-01 10:20:32 UTC,assign,TA
2122579,120964,248263,2020-01-01 10:21:18 UTC,assign,TA
2122581,149721,248246,2020-01-01 10:21:34 UTC,assign,TA
2122582,265305,248272,2020-01-01 10:21:42 UTC,assign,TA
2122583,265305,248272,2020-01-01 10:21:49 UTC,accept,TA
2122585,120964,248263,2020-01-01 10:22:23 UTC,assign,TA
2122586,120964,248263,2020-01-01 10:22:26 UTC,reject,TA
2122587,120964,248263,2020-01-01 10:22:28 UTC,assign,TA
2122588,120964,248263,2020-01-01 10:22:31 UTC,reject,TA
2122589,120964,248263,2020-01-01 10:22:32 UTC,assign,TA
2122591,149721,248246,2020-01-01 10:22:36 UTC,assign,TA
2122592,120964,248263,2020-01-01 10:23:26 UTC,reject,TA
2122593,120964,248263,2020-01-01 10:23:28 UTC,assign,TA
2122594,120964,248263,2020-01-01 10:23:31 UTC,reject,TA
2122595,120964,248263,2020-01-01 10:23:33 UTC,assign,TA
2122597,149721,248246,2020-01-01 10:23:40 UTC,assign,TA
2122601,149721,248246,2020-01-01 10:24:42 UTC,assign,TA
2122603,149721,248246,2020-01-01 10:25:45 UTC,assign,TA
2122604,142512,248322,2020-01-01 10:26:19 UTC,assign,TA
2122605,142512,248322,2020-01-01 10:26:23 UTC,reject,TA
2122609,120623,248300,2020-01-01 10:26:34 UTC,review_resolution,TA
2122611,120623,248300,2020-01-01 10:26:39 UTC,reactivate,TA
2122614,149721,248246,2020-01-01 10:26:47 UTC,assign,TA
2122618,120623,248263,2020-01-01 10:27:15 UTC,assign,TA
2122619,120623,248263,2020-01-01 10:27:27 UTC,accept,TA
2122621,149721,248246,2020-01-01 10:27:49 UTC,assign,TA
2122625,149721,248246,2020-01-01 10:28:52 UTC,assign,TA
2122629,149721,248246,2020-01-01 10:29:55 UTC,assign,TA
2122632,149721,248246,2020-01-01 10:30:52 UTC,assign,TA
2122651,23839,248240,2020-01-01 10:40:51 UTC,review_resolution,TA
2122652,23839,248246,2020-01-01 10:40:58 UTC,assign,TA
2122657,15082,248242,2020-01-01 10:41:38 UTC,assign,TA
2122659,15082,248242,2020-01-01 10:42:31 UTC,accept,TA
2122661,15082,248192,2020-01-01 10:43:05 UTC,assign,TA
2122662,15082,248192,2020-01-01 10:43:09 UTC,reject,TA
2122663,15082,248196,2020-01-01 10:43:12 UTC,assign,TA
2122664,15082,248196,2020-01-01 10:43:15 UTC,reject,TA
2122665,15082,248204,2020-01-01 10:43:17 UTC,assign,TA
2122666,15082,248204,2020-01-01 10:43:21 UTC,reject,TA
2122667,15082,248232,2020-01-01 10:43:22 UTC,assign,TA
2122668,15082,248232,2020-01-01 10:43:27 UTC,reject,TA
