doubt_id,TA_ID
253085,44538
253086,44538
253087,14491
253088,210608
253089,16027
253090,265305
253091,282306
253092,279604
253093,41919
253094,41919
253095,184640
253096,218573
253097,265305
253098,161259
253099,120623
253100,129364
253101,218573
253102,171260
253103,117532
253104,152773
253105,57222
253106,44538
253107,222833
253108,16027
253109,38704
253110,18159
253111,296700
253112,57222
253113,14491
253114,153283
253115,194154
253116,44538
253117,41919
253118,178512
253119,112367
253120,170607
253122,296700
253123,221598
253124,178512
253125,44368
253126,13443
253127,19167
253129,178512
253130,13443
253131,16027
253132,28716
253133,14491
253135,173143
253136,50408
253137,296700
253138,29564
253139,161259
253140,178512
253141,22168
253142,13443
253143,19167
253144,204942
253145,282306
253146,26712
253147,41919
253149,170702
253151,16027
253152,136471
253153,44368
253154,57222
253155,57222
253156,41919
253157,120623
253158,19167
253159,127311
253160,57222
253161,186431
253162,117532
253163,57222
253164,120623
253165,112367
253166,57222
253167,35759
253168,163823
253169,13443
253170,59249
253171,343098
253172,208720
253173,59249
253174,120623
253175,23403
253176,59249
253177,38663
253178,59249
253179,19167
253180,149721
253181,117612
253182,13443
253183,163823
253184,14491
253185,165790
253186,59249
253187,68099
253188,133932
253189,171176
253190,14491
253191,265305
253192,10064
253193,331381
253194,126618
253195,112367
253196,331381
253197,38663
253198,44368
